$ ./sendfile -r amber.clear.rice.edu:18004 -f data/data1M.txt
the total_file_length is 1288890
the datasize is 1400
the total count is 921
[SEND SUCCESS] Send the filepathf/filename successfully
[RECEVE ACK SUCCESS] Receive the ack number of filepath/filename successfully
-------- [BEGIN TRANSFERRING] --------
[SEND DATA] 816200 (1400) Seq(584)
[SEND DATA] 817600 (1400) Seq(585)
[SEND DATA] 819000 (1400) Seq(586)
[SEND DATA] 820400 (1400) Seq(587)
[SEND DATA] 821800 (1400) Seq(588)
[SEND DATA] 823200 (1400) Seq(589)
[SEND DATA] 824600 (1400) Seq(590)
[SEND DATA] 826000 (1400) Seq(591)
[SEND DATA] 827400 (1400) Seq(592)
[SEND DATA] 828800 (1400) Seq(593)
[SEND DATA] 830200 (1400) Seq(594)
[SEND DATA] 831600 (1400) Seq(595)
[SEND DATA] 833000 (1400) Seq(596)
[SEND DATA] 834400 (1400) Seq(597)
[SEND DATA] 835800 (1400) Seq(598)
[SEND DATA] 837200 (1400) Seq(599)
[SEND DATA] 838600 (1400) Seq(600)
[Recv ACK] 1
cur queue front seq is 2
the usable is 1
 ------------------------------------------
[SEND DATA] 840000 (1400) Seq(601)
[Ignore ACK] 1
cur queue front seq is 2
the usable is 0
 ------------------------------------------
[Recv ACK] 2
cur queue front seq is 3
the usable is 1
 ------------------------------------------
[SEND DATA] 841400 (1400) Seq(602)
[Recv ACK] 3
cur queue front seq is 4
the usable is 1
 ------------------------------------------
[SEND DATA] 842800 (1400) Seq(603)
[Recv ACK] 4
cur queue front seq is 5
the usable is 1
 ------------------------------------------
[SEND DATA] 844200 (1400) Seq(604)
[Recv ACK] 5
cur queue front seq is 6
the usable is 1
 ------------------------------------------
[SEND DATA] 845600 (1400) Seq(605)
[Recv ACK] 6
cur queue front seq is 7
the usable is 1
 ------------------------------------------
[SEND DATA] 847000 (1400) Seq(606)
[Recv ACK] 7
cur queue front seq is 8
the usable is 1
 ------------------------------------------
[SEND DATA] 848400 (1400) Seq(607)
[Recv ACK] 8
cur queue front seq is 9
the usable is 1
 ------------------------------------------
[SEND DATA] 849800 (1400) Seq(608)
[Recv ACK] 9
cur queue front seq is 10
the usable is 1
 ------------------------------------------
[SEND DATA] 851200 (1400) Seq(609)
[Ignore ACK] 9
cur queue front seq is 10
the usable is 0
 ------------------------------------------
[Ignore ACK] 9
[MORE THAN 3 ACK RESEND] 12600 (10)
cur queue front seq is 10
the usable is 0
 ------------------------------------------
[Recv ACK] 10
cur queue front seq is 11
the usable is 1
 ------------------------------------------
[SEND DATA] 852600 (1400) Seq(610)
[Recv ACK] 11
cur queue front seq is 12
the usable is 1
 ------------------------------------------
[SEND DATA] 854000 (1400) Seq(611)
[Recv ACK] 12
cur queue front seq is 13
the usable is 1
 ------------------------------------------
[SEND DATA] 855400 (1400) Seq(612)
[Recv ACK] 13
cur queue front seq is 14
the usable is 1
 ------------------------------------------
[SEND DATA] 856800 (1400) Seq(613)
[Recv ACK] 14
cur queue front seq is 15
the usable is 1
 ------------------------------------------
[SEND DATA] 858200 (1400) Seq(614)
[Ignore ACK] 14
cur queue front seq is 15
the usable is 0
 ------------------------------------------
[Recv ACK] 15
cur queue front seq is 16
the usable is 1
 ------------------------------------------
[SEND DATA] 859600 (1400) Seq(615)
[Recv ACK] 16
cur queue front seq is 17
the usable is 1
 ------------------------------------------
[SEND DATA] 861000 (1400) Seq(616)
[Recv ACK] 17
cur queue front seq is 18
the usable is 1
 ------------------------------------------
[SEND DATA] 862400 (1400) Seq(617)
[Ignore ACK] 17
cur queue front seq is 18
the usable is 0
 ------------------------------------------
[Recv ACK] 18
cur queue front seq is 19
the usable is 1
 ------------------------------------------
[SEND DATA] 863800 (1400) Seq(618)
[Ignore ACK] 18
cur queue front seq is 19
the usable is 0
 ------------------------------------------
[Recv ACK] 19
cur queue front seq is 20
the usable is 1
 ------------------------------------------
[SEND DATA] 865200 (1400) Seq(619)
[Ignore ACK] 19
cur queue front seq is 20
the usable is 0
 ------------------------------------------
[Recv ACK] 20
cur queue front seq is 21
the usable is 1
 ------------------------------------------
[SEND DATA] 866600 (1400) Seq(620)
[Ignore ACK] 20
cur queue front seq is 21
the usable is 0
 ------------------------------------------
[Ignore ACK] 20
[MORE THAN 3 ACK RESEND] 28000 (21)
cur queue front seq is 21
the usable is 0
 ------------------------------------------
[Recv ACK] 21
cur queue front seq is 22
the usable is 1
 ------------------------------------------
[SEND DATA] 868000 (1400) Seq(621)
[Ignore ACK] 21
cur queue front seq is 22
the usable is 0
 ------------------------------------------
[Ignore ACK] 21
[MORE THAN 3 ACK RESEND] 29400 (22)
cur queue front seq is 22
the usable is 0
 ------------------------------------------
[Ignore ACK] 21
cur queue front seq is 22
the usable is 0
 ------------------------------------------
[Recv ACK] 22
cur queue front seq is 23
the usable is 1
 ------------------------------------------
[SEND DATA] 869400 (1400) Seq(622)
[Ignore ACK] 22
cur queue front seq is 23
the usable is 0
 ------------------------------------------
[Recv ACK] 23
cur queue front seq is 24
the usable is 1
 ------------------------------------------
[SEND DATA] 870800 (1400) Seq(623)
[Ignore ACK] 23
cur queue front seq is 24
the usable is 0
 ------------------------------------------
[Ignore ACK] 23
[MORE THAN 3 ACK RESEND] 32200 (24)
cur queue front seq is 24
the usable is 0
 ------------------------------------------
[Ignore ACK] 23
cur queue front seq is 24
the usable is 0
 ------------------------------------------
[Recv ACK] 24
cur queue front seq is 25
the usable is 1
 ------------------------------------------
[SEND DATA] 872200 (1400) Seq(624)
[Ignore ACK] 24
cur queue front seq is 25
the usable is 0
 ------------------------------------------
[Recv ACK] 25
cur queue front seq is 26
the usable is 1
 ------------------------------------------
[SEND DATA] 873600 (1400) Seq(625)
[Recv ACK] 26
cur queue front seq is 27
the usable is 1
 ------------------------------------------
[SEND DATA] 875000 (1400) Seq(626)
[Recv ACK] 27
cur queue front seq is 28
the usable is 1
 ------------------------------------------
[SEND DATA] 876400 (1400) Seq(627)
[Ignore ACK] 27
cur queue front seq is 28
the usable is 0
 ------------------------------------------
[Recv ACK] 28
cur queue front seq is 29
the usable is 1
 ------------------------------------------
[SEND DATA] 877800 (1400) Seq(628)
[Recv ACK] 29
cur queue front seq is 30
the usable is 1
 ------------------------------------------
[SEND DATA] 879200 (1400) Seq(629)
[Ignore ACK] 29
cur queue front seq is 30
the usable is 0
 ------------------------------------------
[Recv ACK] 30
cur queue front seq is 31
the usable is 1
 ------------------------------------------
[SEND DATA] 880600 (1400) Seq(630)
[Recv ACK] 31
cur queue front seq is 32
the usable is 1
 ------------------------------------------
[SEND DATA] 882000 (1400) Seq(631)
[Ignore ACK] 31
cur queue front seq is 32
the usable is 0
 ------------------------------------------
[Recv ACK] 32
cur queue front seq is 33
the usable is 1
 ------------------------------------------
[SEND DATA] 883400 (1400) Seq(632)
[Recv ACK] 33
cur queue front seq is 34
the usable is 1
 ------------------------------------------
[SEND DATA] 884800 (1400) Seq(633)
[Recv ACK] 34
cur queue front seq is 35
the usable is 1
 ------------------------------------------
[SEND DATA] 886200 (1400) Seq(634)
[Recv ACK] 35
cur queue front seq is 36
the usable is 1
 ------------------------------------------
[SEND DATA] 887600 (1400) Seq(635)
[Recv ACK] 36
cur queue front seq is 37
the usable is 1
 ------------------------------------------
[SEND DATA] 889000 (1400) Seq(636)
[Ignore ACK] 36
cur queue front seq is 37
the usable is 0
 ------------------------------------------
[Recv ACK] 37
cur queue front seq is 38
the usable is 1
 ------------------------------------------
[SEND DATA] 890400 (1400) Seq(637)
[Recv ACK] 38
cur queue front seq is 39
the usable is 1
 ------------------------------------------
[SEND DATA] 891800 (1400) Seq(638)
[Ignore ACK] 38
cur queue front seq is 39
the usable is 0
 ------------------------------------------
[Ignore ACK] 38
[MORE THAN 3 ACK RESEND] 53200 (39)
cur queue front seq is 39
the usable is 0
 ------------------------------------------
[Recv ACK] 39
cur queue front seq is 40
the usable is 1
 ------------------------------------------
[SEND DATA] 893200 (1400) Seq(639)
[Recv ACK] 40
cur queue front seq is 41
the usable is 1
 ------------------------------------------
[SEND DATA] 894600 (1400) Seq(640)
[Recv ACK] 41
cur queue front seq is 42
the usable is 1
 ------------------------------------------
[SEND DATA] 896000 (1400) Seq(641)
[Recv ACK] 42
cur queue front seq is 43
the usable is 1
 ------------------------------------------
[SEND DATA] 897400 (1400) Seq(642)
[Ignore ACK] 42
cur queue front seq is 43
the usable is 0
 ------------------------------------------
[Ignore ACK] 42
[MORE THAN 3 ACK RESEND] 58800 (43)
cur queue front seq is 43
the usable is 0
 ------------------------------------------
[Recv ACK] 43
cur queue front seq is 44
the usable is 1
 ------------------------------------------
[SEND DATA] 898800 (1400) Seq(643)
[Recv ACK] 44
cur queue front seq is 45
the usable is 1
 ------------------------------------------
[SEND DATA] 900200 (1400) Seq(644)
[Ignore ACK] 44
cur queue front seq is 45
the usable is 0
 ------------------------------------------
[Recv ACK] 45
cur queue front seq is 46
the usable is 1
 ------------------------------------------
[SEND DATA] 901600 (1400) Seq(645)
[Recv ACK] 46
cur queue front seq is 47
the usable is 1
 ------------------------------------------
[SEND DATA] 903000 (1400) Seq(646)
[Ignore ACK] 46
cur queue front seq is 47
the usable is 0
 ------------------------------------------
[Recv ACK] 47
cur queue front seq is 48
the usable is 1
 ------------------------------------------
[SEND DATA] 904400 (1400) Seq(647)
[Recv ACK] 48
cur queue front seq is 49
the usable is 1
 ------------------------------------------
[SEND DATA] 905800 (1400) Seq(648)
[Recv ACK] 49
cur queue front seq is 50
the usable is 1
 ------------------------------------------
[SEND DATA] 907200 (1400) Seq(649)
[Ignore ACK] 49
cur queue front seq is 50
the usable is 0
 ------------------------------------------
[Recv ACK] 50
cur queue front seq is 51
the usable is 1
 ------------------------------------------
[SEND DATA] 908600 (1400) Seq(650)
[Ignore ACK] 50
cur queue front seq is 51
the usable is 0
 ------------------------------------------
[Recv ACK] 51
cur queue front seq is 52
the usable is 1
 ------------------------------------------
[SEND DATA] 910000 (1400) Seq(651)
[Ignore ACK] 51
cur queue front seq is 52
the usable is 0
 ------------------------------------------
[Recv ACK] 52
cur queue front seq is 53
the usable is 1
 ------------------------------------------
[SEND DATA] 911400 (1400) Seq(652)
[Recv ACK] 53
cur queue front seq is 54
the usable is 1
 ------------------------------------------
[SEND DATA] 912800 (1400) Seq(653)
[Recv ACK] 54
cur queue front seq is 55
the usable is 1
 ------------------------------------------
[SEND DATA] 914200 (1400) Seq(654)
[Ignore ACK] 54
cur queue front seq is 55
the usable is 0
 ------------------------------------------
[Recv ACK] 55
cur queue front seq is 56
the usable is 1
 ------------------------------------------
[SEND DATA] 915600 (1400) Seq(655)
[Recv ACK] 56
cur queue front seq is 57
the usable is 1
 ------------------------------------------
[SEND DATA] 917000 (1400) Seq(656)
[Ignore ACK] 56
cur queue front seq is 57
the usable is 0
 ------------------------------------------
[Recv ACK] 57
cur queue front seq is 58
the usable is 1
 ------------------------------------------
[SEND DATA] 918400 (1400) Seq(657)
[Recv ACK] 58
cur queue front seq is 59
the usable is 1
 ------------------------------------------
[SEND DATA] 919800 (1400) Seq(658)
[Recv ACK] 59
cur queue front seq is 60
the usable is 1
 ------------------------------------------
[SEND DATA] 921200 (1400) Seq(659)
[Ignore ACK] 59
cur queue front seq is 60
the usable is 0
 ------------------------------------------
[Recv ACK] 60
cur queue front seq is 61
the usable is 1
 ------------------------------------------
[SEND DATA] 922600 (1400) Seq(660)
[Ignore ACK] 60
cur queue front seq is 61
the usable is 0
 ------------------------------------------
[Recv ACK] 61
cur queue front seq is 62
the usable is 1
 ------------------------------------------
[SEND DATA] 924000 (1400) Seq(661)
[Ignore ACK] 61
cur queue front seq is 62
the usable is 0
 ------------------------------------------
[Ignore ACK] 61
[MORE THAN 3 ACK RESEND] 85400 (62)
cur queue front seq is 62
the usable is 0
 ------------------------------------------
[Recv ACK] 62
cur queue front seq is 63
the usable is 1
 ------------------------------------------
[SEND DATA] 925400 (1400) Seq(662)
[Ignore ACK] 62
cur queue front seq is 63
the usable is 0
 ------------------------------------------
[Ignore ACK] 62
[MORE THAN 3 ACK RESEND] 86800 (63)
cur queue front seq is 63
the usable is 0
 ------------------------------------------
[Recv ACK] 63
cur queue front seq is 64
the usable is 1
 ------------------------------------------
[SEND DATA] 926800 (1400) Seq(663)
[Ignore ACK] 63
cur queue front seq is 64
the usable is 0
 ------------------------------------------
[Recv ACK] 64
cur queue front seq is 65
the usable is 1
 ------------------------------------------
[SEND DATA] 928200 (1400) Seq(664)
[Recv ACK] 65
cur queue front seq is 66
the usable is 1
 ------------------------------------------
[SEND DATA] 929600 (1400) Seq(665)
[Recv ACK] 66
cur queue front seq is 67
the usable is 1
 ------------------------------------------
[SEND DATA] 931000 (1400) Seq(666)
[Ignore ACK] 66
cur queue front seq is 67
the usable is 0
 ------------------------------------------
[Recv ACK] 67
cur queue front seq is 68
the usable is 1
 ------------------------------------------
[SEND DATA] 932400 (1400) Seq(667)
[Ignore ACK] 67
cur queue front seq is 68
the usable is 0
 ------------------------------------------
[Ignore ACK] 67
[MORE THAN 3 ACK RESEND] 93800 (68)
cur queue front seq is 68
the usable is 0
 ------------------------------------------
[Ignore ACK] 67
cur queue front seq is 68
the usable is 0
 ------------------------------------------
[Recv ACK] 68
cur queue front seq is 69
the usable is 1
 ------------------------------------------
[SEND DATA] 933800 (1400) Seq(668)
[Ignore ACK] 68
cur queue front seq is 69
the usable is 0
 ------------------------------------------
[Recv ACK] 69
cur queue front seq is 70
the usable is 1
 ------------------------------------------
[SEND DATA] 935200 (1400) Seq(669)
[Ignore ACK] 69
cur queue front seq is 70
the usable is 0
 ------------------------------------------
[Recv ACK] 70
cur queue front seq is 71
the usable is 1
 ------------------------------------------
[SEND DATA] 936600 (1400) Seq(670)
[Recv ACK] 71
cur queue front seq is 72
the usable is 1
 ------------------------------------------
[SEND DATA] 938000 (1400) Seq(671)
[Recv ACK] 72
cur queue front seq is 73
the usable is 1
 ------------------------------------------
[SEND DATA] 939400 (1400) Seq(672)
[Recv ACK] 73
cur queue front seq is 74
the usable is 1
 ------------------------------------------
[SEND DATA] 940800 (1400) Seq(673)
[Recv ACK] 74
cur queue front seq is 75
the usable is 1
 ------------------------------------------
[SEND DATA] 942200 (1400) Seq(674)
[Recv ACK] 75
cur queue front seq is 76
the usable is 1
 ------------------------------------------
[SEND DATA] 943600 (1400) Seq(675)
[Ignore ACK] 75
cur queue front seq is 76
the usable is 0
 ------------------------------------------
[Ignore ACK] 75
[MORE THAN 3 ACK RESEND] 105000 (76)
cur queue front seq is 76
the usable is 0
 ------------------------------------------
[Recv ACK] 76
cur queue front seq is 77
the usable is 1
 ------------------------------------------
[SEND DATA] 945000 (1400) Seq(676)
[Recv ACK] 77
cur queue front seq is 78
the usable is 1
 ------------------------------------------
[SEND DATA] 946400 (1400) Seq(677)
[Ignore ACK] 77
cur queue front seq is 78
the usable is 0
 ------------------------------------------
[Ignore ACK] 77
[MORE THAN 3 ACK RESEND] 107800 (78)
cur queue front seq is 78
the usable is 0
 ------------------------------------------
[Recv ACK] 78
cur queue front seq is 79
the usable is 1
 ------------------------------------------
[SEND DATA] 947800 (1400) Seq(678)
[Ignore ACK] 78
cur queue front seq is 79
the usable is 0
 ------------------------------------------
[Ignore ACK] 78
[MORE THAN 3 ACK RESEND] 109200 (79)
cur queue front seq is 79
the usable is 0
 ------------------------------------------
[Recv ACK] 79
cur queue front seq is 80
the usable is 1
 ------------------------------------------
[SEND DATA] 949200 (1400) Seq(679)
[Recv ACK] 80
cur queue front seq is 81
the usable is 1
 ------------------------------------------
[SEND DATA] 950600 (1400) Seq(680)
[Ignore ACK] 80
cur queue front seq is 81
the usable is 0
 ------------------------------------------
[Recv ACK] 81
cur queue front seq is 82
the usable is 1
 ------------------------------------------
[SEND DATA] 952000 (1400) Seq(681)
[Ignore ACK] 81
cur queue front seq is 82
the usable is 0
 ------------------------------------------
[Ignore ACK] 81
[MORE THAN 3 ACK RESEND] 113400 (82)
cur queue front seq is 82
the usable is 0
 ------------------------------------------
[Recv ACK] 82
cur queue front seq is 83
the usable is 1
 ------------------------------------------
[SEND DATA] 953400 (1400) Seq(682)
[Recv ACK] 83
cur queue front seq is 84
the usable is 1
 ------------------------------------------
[SEND DATA] 954800 (1400) Seq(683)
[Ignore ACK] 83
cur queue front seq is 84
the usable is 0
 ------------------------------------------
[Ignore ACK] 83
[MORE THAN 3 ACK RESEND] 116200 (84)
cur queue front seq is 84
the usable is 0
 ------------------------------------------
[Recv ACK] 84
cur queue front seq is 85
the usable is 1
 ------------------------------------------
[SEND DATA] 956200 (1400) Seq(684)
[Recv ACK] 85
cur queue front seq is 86
the usable is 1
 ------------------------------------------
[SEND DATA] 957600 (1400) Seq(685)
[Ignore ACK] 85
cur queue front seq is 86
the usable is 0
 ------------------------------------------
[Ignore ACK] 85
[MORE THAN 3 ACK RESEND] 119000 (86)
cur queue front seq is 86
the usable is 0
 ------------------------------------------
[Recv ACK] 86
cur queue front seq is 87
the usable is 1
 ------------------------------------------
[SEND DATA] 959000 (1400) Seq(686)
[Ignore ACK] 86
cur queue front seq is 87
the usable is 0
 ------------------------------------------
[Recv ACK] 87
cur queue front seq is 88
the usable is 1
 ------------------------------------------
[SEND DATA] 960400 (1400) Seq(687)
[Recv ACK] 88
cur queue front seq is 89
the usable is 1
 ------------------------------------------
[SEND DATA] 961800 (1400) Seq(688)
[Recv ACK] 89
cur queue front seq is 90
the usable is 1
 ------------------------------------------
[SEND DATA] 963200 (1400) Seq(689)
[Ignore ACK] 89
cur queue front seq is 90
the usable is 0
 ------------------------------------------
[Ignore ACK] 89
[MORE THAN 3 ACK RESEND] 124600 (90)
cur queue front seq is 90
the usable is 0
 ------------------------------------------
[Recv ACK] 90
cur queue front seq is 91
the usable is 1
 ------------------------------------------
[SEND DATA] 964600 (1400) Seq(690)
[Recv ACK] 91
cur queue front seq is 92
the usable is 1
 ------------------------------------------
[SEND DATA] 966000 (1400) Seq(691)
[Ignore ACK] 91
cur queue front seq is 92
the usable is 0
 ------------------------------------------
[Recv ACK] 92
cur queue front seq is 93
the usable is 1
 ------------------------------------------
[SEND DATA] 967400 (1400) Seq(692)
[Ignore ACK] 92
cur queue front seq is 93
the usable is 0
 ------------------------------------------
[Recv ACK] 93
cur queue front seq is 94
the usable is 1
 ------------------------------------------
[SEND DATA] 968800 (1400) Seq(693)
[Recv ACK] 94
cur queue front seq is 95
the usable is 1
 ------------------------------------------
[SEND DATA] 970200 (1400) Seq(694)
[Recv ACK] 95
cur queue front seq is 96
the usable is 1
 ------------------------------------------
[SEND DATA] 971600 (1400) Seq(695)
[Ignore ACK] 95
cur queue front seq is 96
the usable is 0
 ------------------------------------------
[Recv ACK] 96
cur queue front seq is 97
the usable is 1
 ------------------------------------------
[SEND DATA] 973000 (1400) Seq(696)
[Ignore ACK] 96
cur queue front seq is 97
the usable is 0
 ------------------------------------------
[Recv ACK] 97
cur queue front seq is 98
the usable is 1
 ------------------------------------------
[SEND DATA] 974400 (1400) Seq(697)
[Recv ACK] 98
cur queue front seq is 99
the usable is 1
 ------------------------------------------
[SEND DATA] 975800 (1400) Seq(698)
[Recv ACK] 99
cur queue front seq is 100
the usable is 1
 ------------------------------------------
[SEND DATA] 977200 (1400) Seq(699)
[Ignore ACK] 99
cur queue front seq is 100
the usable is 0
 ------------------------------------------
[Recv ACK] 100
cur queue front seq is 101
the usable is 1
 ------------------------------------------
[SEND DATA] 978600 (1400) Seq(700)
[Ignore ACK] 100
cur queue front seq is 101
the usable is 0
 ------------------------------------------
[Ignore ACK] 100
[MORE THAN 3 ACK RESEND] 140000 (101)
cur queue front seq is 101
the usable is 0
 ------------------------------------------
[Recv ACK] 101
cur queue front seq is 102
the usable is 1
 ------------------------------------------
[SEND DATA] 980000 (1400) Seq(701)
[Ignore ACK] 101
cur queue front seq is 102
the usable is 0
 ------------------------------------------
[Recv ACK] 102
cur queue front seq is 103
the usable is 1
 ------------------------------------------
[SEND DATA] 981400 (1400) Seq(702)
[Recv ACK] 103
cur queue front seq is 104
the usable is 1
 ------------------------------------------
[SEND DATA] 982800 (1400) Seq(703)
[Ignore ACK] 103
cur queue front seq is 104
the usable is 0
 ------------------------------------------
[Recv ACK] 104
cur queue front seq is 105
the usable is 1
 ------------------------------------------
[SEND DATA] 984200 (1400) Seq(704)
[Ignore ACK] 104
cur queue front seq is 105
the usable is 0
 ------------------------------------------
[Ignore ACK] 104
[MORE THAN 3 ACK RESEND] 145600 (105)
cur queue front seq is 105
the usable is 0
 ------------------------------------------
[Ignore ACK] 104
cur queue front seq is 105
the usable is 0
 ------------------------------------------
[Recv ACK] 105
cur queue front seq is 106
the usable is 1
 ------------------------------------------
[SEND DATA] 985600 (1400) Seq(705)
[Recv ACK] 106
cur queue front seq is 107
the usable is 1
 ------------------------------------------
[SEND DATA] 987000 (1400) Seq(706)
[Ignore ACK] 106
cur queue front seq is 107
the usable is 0
 ------------------------------------------
[Recv ACK] 107
cur queue front seq is 108
the usable is 1
 ------------------------------------------
[SEND DATA] 988400 (1400) Seq(707)
[Ignore ACK] 107
cur queue front seq is 108
the usable is 0
 ------------------------------------------
[Ignore ACK] 107
[MORE THAN 3 ACK RESEND] 149800 (108)
cur queue front seq is 108
the usable is 0
 ------------------------------------------
[Recv ACK] 108
cur queue front seq is 109
the usable is 1
 ------------------------------------------
[SEND DATA] 989800 (1400) Seq(708)
[Recv ACK] 109
cur queue front seq is 110
the usable is 1
 ------------------------------------------
[SEND DATA] 991200 (1400) Seq(709)
[Ignore ACK] 109
cur queue front seq is 110
the usable is 0
 ------------------------------------------
[Ignore ACK] 109
[MORE THAN 3 ACK RESEND] 152600 (110)
cur queue front seq is 110
the usable is 0
 ------------------------------------------
[Recv ACK] 110
cur queue front seq is 111
the usable is 1
 ------------------------------------------
[SEND DATA] 992600 (1400) Seq(710)
[Ignore ACK] 110
cur queue front seq is 111
the usable is 0
 ------------------------------------------
[Ignore ACK] 110
[MORE THAN 3 ACK RESEND] 154000 (111)
cur queue front seq is 111
the usable is 0
 ------------------------------------------
[Recv ACK] 111
cur queue front seq is 112
the usable is 1
 ------------------------------------------
[SEND DATA] 994000 (1400) Seq(711)
[Ignore ACK] 111
cur queue front seq is 112
the usable is 0
 ------------------------------------------
[Recv ACK] 112
cur queue front seq is 113
the usable is 1
 ------------------------------------------
[SEND DATA] 995400 (1400) Seq(712)
[Ignore ACK] 112
cur queue front seq is 113
the usable is 0
 ------------------------------------------
[Recv ACK] 113
cur queue front seq is 114
the usable is 1
 ------------------------------------------
[SEND DATA] 996800 (1400) Seq(713)
[Ignore ACK] 113
cur queue front seq is 114
the usable is 0
 ------------------------------------------
[Recv ACK] 114
cur queue front seq is 115
the usable is 1
 ------------------------------------------
[SEND DATA] 998200 (1400) Seq(714)
[Ignore ACK] 114
cur queue front seq is 115
the usable is 0
 ------------------------------------------
[Recv ACK] 115
cur queue front seq is 116
the usable is 1
 ------------------------------------------
[SEND DATA] 999600 (1400) Seq(715)
[Ignore ACK] 115
cur queue front seq is 116
the usable is 0
 ------------------------------------------
[Recv ACK] 116
cur queue front seq is 117
the usable is 1
 ------------------------------------------
[SEND DATA] 1001000 (1400) Seq(716)
[Ignore ACK] 116
cur queue front seq is 117
the usable is 0
 ------------------------------------------
[Ignore ACK] 116
[MORE THAN 3 ACK RESEND] 162400 (117)
cur queue front seq is 117
the usable is 0
 ------------------------------------------
[Ignore ACK] 116
cur queue front seq is 117
the usable is 0
 ------------------------------------------
[Recv ACK] 117
cur queue front seq is 118
the usable is 1
 ------------------------------------------
[SEND DATA] 1002400 (1400) Seq(717)
[Recv ACK] 118
cur queue front seq is 119
the usable is 1
 ------------------------------------------
[SEND DATA] 1003800 (1400) Seq(718)
[Ignore ACK] 118
cur queue front seq is 119
the usable is 0
 ------------------------------------------
[Recv ACK] 119
cur queue front seq is 120
the usable is 1
 ------------------------------------------
[SEND DATA] 1005200 (1400) Seq(719)
[Ignore ACK] 119
cur queue front seq is 120
the usable is 0
 ------------------------------------------
[Ignore ACK] 119
[MORE THAN 3 ACK RESEND] 166600 (120)
cur queue front seq is 120
the usable is 0
 ------------------------------------------
[Recv ACK] 120
cur queue front seq is 121
the usable is 1
 ------------------------------------------
[SEND DATA] 1006600 (1400) Seq(720)
[Ignore ACK] 120
cur queue front seq is 121
the usable is 0
 ------------------------------------------
[Ignore ACK] 120
[MORE THAN 3 ACK RESEND] 168000 (121)
cur queue front seq is 121
the usable is 0
 ------------------------------------------
[Recv ACK] 121
cur queue front seq is 122
the usable is 1
 ------------------------------------------
[SEND DATA] 1008000 (1400) Seq(721)
[Ignore ACK] 121
cur queue front seq is 122
the usable is 0
 ------------------------------------------
[Recv ACK] 122
cur queue front seq is 123
the usable is 1
 ------------------------------------------
[SEND DATA] 1009400 (1400) Seq(722)
[Ignore ACK] 122
cur queue front seq is 123
the usable is 0
 ------------------------------------------
[Ignore ACK] 122
[MORE THAN 3 ACK RESEND] 170800 (123)
cur queue front seq is 123
the usable is 0
 ------------------------------------------
[Recv ACK] 123
cur queue front seq is 124
the usable is 1
 ------------------------------------------
[SEND DATA] 1010800 (1400) Seq(723)
[Recv ACK] 124
cur queue front seq is 125
the usable is 1
 ------------------------------------------
[SEND DATA] 1012200 (1400) Seq(724)
[Ignore ACK] 124
cur queue front seq is 125
the usable is 0
 ------------------------------------------
[Recv ACK] 125
cur queue front seq is 126
the usable is 1
 ------------------------------------------
[SEND DATA] 1013600 (1400) Seq(725)
[Recv ACK] 126
cur queue front seq is 127
the usable is 1
 ------------------------------------------
[SEND DATA] 1015000 (1400) Seq(726)
[Ignore ACK] 126
cur queue front seq is 127
the usable is 0
 ------------------------------------------
[Recv ACK] 127
cur queue front seq is 128
the usable is 1
 ------------------------------------------
[SEND DATA] 1016400 (1400) Seq(727)
[Ignore ACK] 127
cur queue front seq is 128
the usable is 0
 ------------------------------------------
[Recv ACK] 128
cur queue front seq is 129
the usable is 1
 ------------------------------------------
[SEND DATA] 1017800 (1400) Seq(728)
[Ignore ACK] 128
cur queue front seq is 129
the usable is 0
 ------------------------------------------
[Recv ACK] 129
cur queue front seq is 130
the usable is 1
 ------------------------------------------
[SEND DATA] 1019200 (1400) Seq(729)
[Ignore ACK] 129
cur queue front seq is 130
the usable is 0
 ------------------------------------------
[Recv ACK] 213
cur queue front seq is 214
the usable is 84
 ------------------------------------------
[SEND DATA] 1020600 (1400) Seq(730)
[SEND DATA] 1022000 (1400) Seq(731)
[SEND DATA] 1023400 (1400) Seq(732)
[SEND DATA] 1024800 (1400) Seq(733)
[SEND DATA] 1026200 (1400) Seq(734)
[SEND DATA] 1027600 (1400) Seq(735)
[SEND DATA] 1029000 (1400) Seq(736)
[SEND DATA] 1030400 (1400) Seq(737)
[SEND DATA] 1031800 (1400) Seq(738)
[SEND DATA] 1033200 (1400) Seq(739)
[SEND DATA] 1034600 (1400) Seq(740)
[SEND DATA] 1036000 (1400) Seq(741)
[SEND DATA] 1037400 (1400) Seq(742)
[SEND DATA] 1038800 (1400) Seq(743)
[SEND DATA] 1040200 (1400) Seq(744)
[SEND DATA] 1041600 (1400) Seq(745)
[SEND DATA] 1043000 (1400) Seq(746)
[SEND DATA] 1044400 (1400) Seq(747)
[SEND DATA] 1045800 (1400) Seq(748)
[SEND DATA] 1047200 (1400) Seq(749)
[SEND DATA] 1048600 (1400) Seq(750)
[SEND DATA] 1050000 (1400) Seq(751)
[SEND DATA] 1051400 (1400) Seq(752)
[SEND DATA] 1052800 (1400) Seq(753)
[SEND DATA] 1054200 (1400) Seq(754)
[SEND DATA] 1055600 (1400) Seq(755)
[SEND DATA] 1057000 (1400) Seq(756)
[SEND DATA] 1058400 (1400) Seq(757)
[SEND DATA] 1059800 (1400) Seq(758)
[SEND DATA] 1061200 (1400) Seq(759)
